,StudentID,Problem,Step,Success,Skill,Opportunity,Student_ID
1521,Stu_706a76f06dfa563c7ea573d994ca5405,PENTAGON,(APOTHEM QUESTION2),1,pentagon-area,11,41
1522,Stu_706a76f06dfa563c7ea573d994ca5405,PENTAGON,(SIDE QUESTION3),1,pentagon-area,12,41
1523,Stu_706a76f06dfa563c7ea573d994ca5405,CIRCLE_O,(RADIUS QUESTION1),1,circle-diameter,1,41
1524,Stu_706a76f06dfa563c7ea573d994ca5405,CIRCLE_O,(AREA QUESTION1),1,circle-area,1,41
1525,Stu_706a76f06dfa563c7ea573d994ca5405,CIRCLE_O,(CIRCUMFERENCE QUESTION1),1,circle-circumference,1,41
1526,Stu_706a76f06dfa563c7ea573d994ca5405,CIRCLE_O,(DIAMETER QUESTION2),1,circle-diameter,2,41
1527,Stu_706a76f06dfa563c7ea573d994ca5405,CIRCLE_O,(AREA QUESTION2),1,circle-area,2,41
1528,Stu_706a76f06dfa563c7ea573d994ca5405,CIRCLE_O,(CIRCUMFERENCE QUESTION2),1,circle-circumference,2,41
1529,Stu_706a76f06dfa563c7ea573d994ca5405,CIRCLE_O,(RADIUS QUESTION3),1,circle-area,3,41
1530,Stu_706a76f06dfa563c7ea573d994ca5405,CIRCLE_O,(DIAMETER QUESTION3),1,circle-diameter,3,41
1531,Stu_706a76f06dfa563c7ea573d994ca5405,CIRCLE_O,(CIRCUMFERENCE QUESTION3),1,circle-circumference,3,41
1532,Stu_706a76f06dfa563c7ea573d994ca5405,CIRCLE_O,(DIAMETER QUESTION4),0,circle-circumference,4,41
1533,Stu_706a76f06dfa563c7ea573d994ca5405,CIRCLE_O,(RADIUS QUESTION4),0,circle-diameter,4,41
1534,Stu_706a76f06dfa563c7ea573d994ca5405,CIRCLE_O,(AREA QUESTION4),0,circle-area,4,41
1535,Stu_706a76f06dfa563c7ea573d994ca5405,LAWN_SPRINKLER,(AREA QUESTION1),1,circle-area,5,41
1536,Stu_706a76f06dfa563c7ea573d994ca5405,COVERING_POOL,(RADIUS QUESTION1),1,circle-area,6,41
1537,Stu_706a76f06dfa563c7ea573d994ca5405,COVERING_POOL,(DIAMETER QUESTION1),1,circle-diameter,5,41
1538,Stu_706a76f06dfa563c7ea573d994ca5405,DOG_ON_A_ROPE,(AREA QUESTION1),1,circle-area,7,41
1539,Stu_706a76f06dfa563c7ea573d994ca5405,DOG_ON_A_ROPE,(CIRCUMFERENCE QUESTION1),0,circle-circumference,5,41
1540,Stu_706a76f06dfa563c7ea573d994ca5405,LAWN_SPRINKLER_2,(WATERED-LAWN-AREA QUESTION1),1,circle-area,8,41
1541,Stu_706a76f06dfa563c7ea573d994ca5405,LAWN_SPRINKLER_2,(TOTAL-LAWN-AREA QUESTION1),1,square-area,19,41
1542,Stu_706a76f06dfa563c7ea573d994ca5405,LAWN_SPRINKLER_2,(UNWATERED-LAWN-AREA QUESTION1),1,compose-by-addition,7,41
1543,Stu_706a76f06dfa563c7ea573d994ca5405,CIRCLE_DIAMETER,(RADIUS QUESTION1),1,circle-diameter,6,41
1544,Stu_706a76f06dfa563c7ea573d994ca5405,CIRCLE_DIAMETER,(AREA QUESTION1),1,circle-area,9,41
1545,Stu_706a76f06dfa563c7ea573d994ca5405,CIRCLE_DIAMETER,(CIRCUMFERENCE QUESTION1),1,circle-circumference,6,41
1546,Stu_706a76f06dfa563c7ea573d994ca5405,CIRCLE_AREA,(RADIUS QUESTION3),1,circle-area,10,41
1547,Stu_706a76f06dfa563c7ea573d994ca5405,CIRCLE_AREA,(DIAMETER QUESTION3),1,circle-diameter,7,41
1548,Stu_706a76f06dfa563c7ea573d994ca5405,CIRCLE_AREA,(CIRCUMFERENCE QUESTION3),1,circle-circumference,7,41
1549,Stu_706a76f06dfa563c7ea573d994ca5405,TROGS,(SQUARE-AREA QUESTION1),1,square-area,20,41
1550,Stu_706a76f06dfa563c7ea573d994ca5405,TROGS,(TROG-HEIGHT QUESTION1),0,equi-tri-height?,1,41
1551,Stu_706a76f06dfa563c7ea573d994ca5405,TROGS,(TROG-AREA QUESTION1),1,triangle-area,12,41
1552,Stu_706a76f06dfa563c7ea573d994ca5405,TROGS,(SCRAP-METAL-AREA QUESTION1),1,compose-by-addition,8,41
1553,Stu_706a76f06dfa563c7ea573d994ca5405,TROGS,(SQUARE-AREA QUESTION2),1,square-area,21,41
1554,Stu_706a76f06dfa563c7ea573d994ca5405,TROGS,(TROG-HEIGHT QUESTION2),0,equi-tri-height?,2,41
1555,Stu_706a76f06dfa563c7ea573d994ca5405,TROGS,(TROG-AREA QUESTION2),1,triangle-area,13,41
1556,Stu_706a76f06dfa563c7ea573d994ca5405,TROGS,(SCRAP-METAL-AREA QUESTION2),1,compose-by-addition,9,41
1557,Stu_706a76f06dfa563c7ea573d994ca5405,TROGS,(SQUARE-AREA QUESTION3),1,square-area,22,41
1558,Stu_706a76f06dfa563c7ea573d994ca5405,TROGS,(TROG-HEIGHT QUESTION3),1,equi-tri-height?,3,41
1559,Stu_706a76f06dfa563c7ea573d994ca5405,TROGS,(TROG-AREA QUESTION3),1,triangle-area,14,41
1560,Stu_706a76f06dfa563c7ea573d994ca5405,TROGS,(SCRAP-METAL-AREA QUESTION3),1,compose-by-addition,10,41
1561,Stu_706a76f06dfa563c7ea573d994ca5405,WATERING_VEGGIES,(WATERED-AREA QUESTION1),1,circle-area,11,41
1562,Stu_706a76f06dfa563c7ea573d994ca5405,WATERING_VEGGIES,(TOTAL-GARDEN QUESTION1),1,square-area,23,41
1563,Stu_706a76f06dfa563c7ea573d994ca5405,WATERING_VEGGIES,(UNWATERED-AREA QUESTION1),1,compose-by-addition,11,41
1564,Stu_706a76f06dfa563c7ea573d994ca5405,POGS,(POG-AREA QUESTION1),1,circle-area,12,41
1565,Stu_706a76f06dfa563c7ea573d994ca5405,POGS,(SQUARE-AREA QUESTION1),1,square-area,24,41
1566,Stu_706a76f06dfa563c7ea573d994ca5405,POGS,(SCRAP-METAL-AREA QUESTION1),1,compose-by-addition,12,41
1567,Stu_706a76f06dfa563c7ea573d994ca5405,POGS,(POG-AREA QUESTION2),1,circle-area,13,41
1568,Stu_706a76f06dfa563c7ea573d994ca5405,POGS,(SQUARE-AREA QUESTION2),1,square-area,25,41
1569,Stu_706a76f06dfa563c7ea573d994ca5405,POGS,(SCRAP-METAL-AREA QUESTION2),1,compose-by-addition,13,41
1570,Stu_706a76f06dfa563c7ea573d994ca5405,POGS,(POG-AREA QUESTION3),1,circle-area,14,41
1571,Stu_706a76f06dfa563c7ea573d994ca5405,POGS,(SQUARE-AREA QUESTION3),0,square-area,26,41
1572,Stu_706a76f06dfa563c7ea573d994ca5405,POGS,(SCRAP-METAL-AREA QUESTION3),1,compose-by-addition,14,41
1573,Stu_706a76f06dfa563c7ea573d994ca5405,ONE_CIRCLE_IN_SQUARE,(CIRCLE-AREA QUESTION1),1,circle-area,15,41
1574,Stu_706a76f06dfa563c7ea573d994ca5405,ONE_CIRCLE_IN_SQUARE,(SHADED-AREA QUESTION1),0,compose-by-addition,15,41
1575,Stu_706a76f06dfa563c7ea573d994ca5405,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-RADIUS_AB QUESTION1),0,compose-by-addition,16,41
1576,Stu_706a76f06dfa563c7ea573d994ca5405,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-AREA_S QUESTION1),1,circle-area,16,41
1577,Stu_706a76f06dfa563c7ea573d994ca5405,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-AREA_O QUESTION1),1,circle-area,17,41
1578,Stu_706a76f06dfa563c7ea573d994ca5405,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-AREA_A QUESTION1),1,circle-area,18,41
1579,Stu_706a76f06dfa563c7ea573d994ca5405,TWO_CIRCLES_IN_CIRCLE,(SHADED-AREA QUESTION1),0,compose-by-addition,17,41
1580,Stu_706a76f06dfa563c7ea573d994ca5405,TWO_CIRCLES_IN_SQUARE,(SQUARE-BASE QUESTION1),0,compose-by-multiplication,20,41
1581,Stu_706a76f06dfa563c7ea573d994ca5405,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-RADIUS_AB QUESTION1),0,compose-by-addition,18,41
1582,Stu_706a76f06dfa563c7ea573d994ca5405,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-AREA_O QUESTION1),1,circle-area,19,41
1583,Stu_706a76f06dfa563c7ea573d994ca5405,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-AREA_S QUESTION1),1,circle-area,20,41
1584,Stu_706a76f06dfa563c7ea573d994ca5405,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-AREA_A QUESTION1),1,circle-area,21,41
1585,Stu_706a76f06dfa563c7ea573d994ca5405,TWO_CIRCLES_IN_CIRCLE,(SHADED-AREA QUESTION1),0,compose-by-addition,19,41
1586,Stu_706a76f06dfa563c7ea573d994ca5405,ONE_CIRCLE_IN_SQUARE,(CIRCLE-AREA QUESTION1),1,circle-area,22,41
1587,Stu_706a76f06dfa563c7ea573d994ca5405,ONE_CIRCLE_IN_SQUARE,(SHADED-AREA QUESTION1),1,compose-by-addition,20,41
1588,Stu_706a76f06dfa563c7ea573d994ca5405,CIRCLE_CIRCUMFERENCE,(DIAMETER QUESTION4),1,circle-circumference,8,41
1589,Stu_706a76f06dfa563c7ea573d994ca5405,CIRCLE_CIRCUMFERENCE,(RADIUS QUESTION4),1,circle-diameter,8,41
1590,Stu_706a76f06dfa563c7ea573d994ca5405,CIRCLE_CIRCUMFERENCE,(AREA QUESTION4),1,circle-area,23,41
1591,Stu_733990addc60bb852997e415bcc9577e,RECTANGLE_ABCD,(AREA QUESTION1),1,square-area,1,36
1592,Stu_733990addc60bb852997e415bcc9577e,RECTANGLE_ABCD,(HEIGHT QUESTION2),0,square-area,2,36
1593,Stu_733990addc60bb852997e415bcc9577e,RECTANGLE_ABCD,(BASE QUESTION3),1,square-area,3,36
1594,Stu_733990addc60bb852997e415bcc9577e,BUILDING_A_SIDEWALK,(POOL-AREA QUESTION1),1,square-area,4,36
1595,Stu_733990addc60bb852997e415bcc9577e,BUILDING_A_SIDEWALK,(LARGE-RECTANGLE-AREA QUESTION1),1,square-area,5,36
1596,Stu_733990addc60bb852997e415bcc9577e,BUILDING_A_SIDEWALK,(SIDEWALK-AREA QUESTION1),1,compose-by-addition,1,36
1597,Stu_733990addc60bb852997e415bcc9577e,BUILDING_A_SIDEWALK,(POOL-AREA QUESTION2),1,square-area,6,36
1598,Stu_733990addc60bb852997e415bcc9577e,BUILDING_A_SIDEWALK,(POOL-AREA QUESTION3),1,square-area,7,36
1599,Stu_733990addc60bb852997e415bcc9577e,BUILDING_A_SIDEWALK,(LARGE-RECTANGLE-AREA QUESTION2),1,square-area,8,36
1600,Stu_733990addc60bb852997e415bcc9577e,BUILDING_A_SIDEWALK,(LARGE-RECTANGLE-AREA QUESTION3),1,square-area,9,36
1601,Stu_733990addc60bb852997e415bcc9577e,BUILDING_A_SIDEWALK,(SIDEWALK-AREA QUESTION2),1,compose-by-addition,2,36
1602,Stu_733990addc60bb852997e415bcc9577e,BUILDING_A_SIDEWALK,(SIDEWALK-AREA QUESTION3),1,compose-by-addition,3,36
1603,Stu_733990addc60bb852997e415bcc9577e,PARALLELOGRAM_ABDE,(AREA QUESTION1),1,parallelogram-area,1,36
1604,Stu_733990addc60bb852997e415bcc9577e,PARALLELOGRAM_ABDE,(HEIGHT QUESTION2),1,parallelogram-area,2,36
1605,Stu_733990addc60bb852997e415bcc9577e,PARALLELOGRAM_ABDE,(BASE QUESTION3),1,parallelogram-area,3,36
1606,Stu_733990addc60bb852997e415bcc9577e,SQUARE_ABCD,(AREA QUESTION1),1,square-area,10,36
1607,Stu_733990addc60bb852997e415bcc9577e,SQUARE_ABCD,(HEIGHT QUESTION2),1,square-area,11,36
1608,Stu_733990addc60bb852997e415bcc9577e,SQUARE_ABCD,(BASE QUESTION3),1,square-area,12,36
1609,Stu_733990addc60bb852997e415bcc9577e,PAINTING_THE_WALL,(DOOR-AREA QUESTION1),1,square-area,13,36
1610,Stu_733990addc60bb852997e415bcc9577e,PAINTING_THE_WALL,(WALL-AREA QUESTION1),1,square-area,14,36
1611,Stu_733990addc60bb852997e415bcc9577e,PAINTING_THE_WALL,(PAINTED-AREA QUESTION1),1,compose-by-addition,4,36
1612,Stu_733990addc60bb852997e415bcc9577e,PAINTING_THE_WALL,(WALL-AREA QUESTION2),1,square-area,15,36
1613,Stu_733990addc60bb852997e415bcc9577e,PAINTING_THE_WALL,(DOOR-AREA QUESTION2),1,square-area,16,36
1614,Stu_733990addc60bb852997e415bcc9577e,PAINTING_THE_WALL,(PAINTED-AREA QUESTION2),1,compose-by-addition,5,36
1615,Stu_733990addc60bb852997e415bcc9577e,PAINTING_THE_WALL,(DOOR-AREA QUESTION3),1,square-area,17,36
1616,Stu_733990addc60bb852997e415bcc9577e,PAINTING_THE_WALL,(WALL-AREA QUESTION3),1,square-area,18,36
1617,Stu_733990addc60bb852997e415bcc9577e,PAINTING_THE_WALL,(PAINTED-AREA QUESTION3),1,compose-by-addition,6,36
1618,Stu_733990addc60bb852997e415bcc9577e,TRAPEZOID_ABCD,(AREA QUESTION1),0,trapezoid-area,1,36
1619,Stu_733990addc60bb852997e415bcc9577e,TRAPEZOID_ABCD,(LONGER-BASE QUESTION2),0,trapezoid-area,2,36
1620,Stu_733990addc60bb852997e415bcc9577e,TRAPEZOID_ABCD,(HEIGHT QUESTION3),0,trapezoid-area,3,36
1621,Stu_733990addc60bb852997e415bcc9577e,TRAPEZOID_AREA,(AREA QUESTION1),0,trapezoid-area,4,36
1622,Stu_733990addc60bb852997e415bcc9577e,TRAPEZOID_HEIGHT,(HEIGHT QUESTION3),1,trapezoid-area,5,36
1623,Stu_733990addc60bb852997e415bcc9577e,TRAPEZOID_BASE,(LONGER-BASE QUESTION2),0,trapezoid-area,6,36
1624,Stu_733990addc60bb852997e415bcc9577e,TRAPEZOID_ABCD,(AREA QUESTION1),0,trapezoid-area,7,36
1625,Stu_733990addc60bb852997e415bcc9577e,TRAPEZOID_ABCD,(LONGER-BASE QUESTION2),1,trapezoid-area,8,36
1626,Stu_733990addc60bb852997e415bcc9577e,TRAPEZOID_ABCD,(HEIGHT QUESTION3),0,trapezoid-area,9,36
1627,Stu_733990addc60bb852997e415bcc9577e,TRAPEZOID_AREA,(AREA QUESTION1),1,trapezoid-area,10,36
1628,Stu_733990addc60bb852997e415bcc9577e,TRAPEZOID_HEIGHT,(HEIGHT QUESTION3),1,trapezoid-area,11,36
1629,Stu_733990addc60bb852997e415bcc9577e,TRAPEZOID_ABCD,(AREA QUESTION1),1,trapezoid-area,12,36
1630,Stu_733990addc60bb852997e415bcc9577e,TRAPEZOID_ABCD,(LONGER-BASE QUESTION2),1,trapezoid-area,13,36
1631,Stu_733990addc60bb852997e415bcc9577e,TRAPEZOID_ABCD,(HEIGHT QUESTION3),1,trapezoid-area,14,36
1632,Stu_733990addc60bb852997e415bcc9577e,TRAPEZOID_HEIGHT,(HEIGHT QUESTION3),0,trapezoid-area,15,36
1633,Stu_733990addc60bb852997e415bcc9577e,TRAPEZOID_BASE,(LONGER-BASE QUESTION2),1,trapezoid-area,16,36
1634,Stu_733990addc60bb852997e415bcc9577e,TRIANGLE_ABC,(AREA QUESTION1),1,triangle-area,1,36
1635,Stu_733990addc60bb852997e415bcc9577e,TRIANGLE_ABC,(HEIGHT QUESTION2),0,triangle-area,2,36
1636,Stu_733990addc60bb852997e415bcc9577e,TRIANGLE_ABC,(BASE QUESTION3),1,triangle-area,3,36
1637,Stu_733990addc60bb852997e415bcc9577e,TRIANGLE_TRIANGLE,(AREA QUESTION1),1,triangle-area,4,36
1638,Stu_733990addc60bb852997e415bcc9577e,PENTAGON,(AREA QUESTION1),0,pentagon-area,1,36
1639,Stu_733990addc60bb852997e415bcc9577e,PENTAGON,(APOTHEM QUESTION2),0,pentagon-area,2,36
1640,Stu_733990addc60bb852997e415bcc9577e,PENTAGON,(SIDE QUESTION3),0,pentagon-area,3,36
1641,Stu_733990addc60bb852997e415bcc9577e,TRIANGLE_RECTANGLE,(BASE QUESTION1),0,compose-by-multiplication,1,36
1642,Stu_733990addc60bb852997e415bcc9577e,TRIANGLE_RECTANGLE,(AREA QUESTION1),0,triangle-area,5,36
1643,Stu_733990addc60bb852997e415bcc9577e,DESIGNING_A_QUILT,(AREA QUESTION1),0,triangle-area,6,36
1644,Stu_733990addc60bb852997e415bcc9577e,DESIGNING_A_QUILT,(WHITE-AREA QUESTION1),0,compose-by-multiplication,2,36
1645,Stu_733990addc60bb852997e415bcc9577e,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION1),1,compose-by-multiplication,3,36
1646,Stu_733990addc60bb852997e415bcc9577e,DESIGNING_A_QUILT,(GREEN-AREA QUESTION1),0,compose-by-multiplication,4,36
1647,Stu_733990addc60bb852997e415bcc9577e,DESIGNING_A_QUILT,(AREA QUESTION2),1,triangle-area,7,36
1648,Stu_733990addc60bb852997e415bcc9577e,DESIGNING_A_QUILT,(WHITE-AREA QUESTION2),1,compose-by-multiplication,5,36
1649,Stu_733990addc60bb852997e415bcc9577e,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION2),1,compose-by-multiplication,6,36
1650,Stu_733990addc60bb852997e415bcc9577e,DESIGNING_A_QUILT,(GREEN-AREA QUESTION2),1,compose-by-multiplication,7,36
1651,Stu_733990addc60bb852997e415bcc9577e,DESIGNING_A_QUILT,(AREA QUESTION3),1,triangle-area,8,36
1652,Stu_733990addc60bb852997e415bcc9577e,DESIGNING_A_QUILT,(WHITE-AREA QUESTION3),1,compose-by-multiplication,8,36
1653,Stu_733990addc60bb852997e415bcc9577e,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION3),1,compose-by-multiplication,9,36
1654,Stu_733990addc60bb852997e415bcc9577e,DESIGNING_A_QUILT,(GREEN-AREA QUESTION3),1,compose-by-multiplication,10,36
1655,Stu_733990addc60bb852997e415bcc9577e,PENTAGON_ABCDE,(AREA QUESTION1),1,pentagon-area,4,36
1656,Stu_733990addc60bb852997e415bcc9577e,PENTAGON_ABCDE,(APOTHEM QUESTION2),0,pentagon-area,5,36
1657,Stu_733990addc60bb852997e415bcc9577e,PENTAGON_ABCDE,(SIDE QUESTION3),1,pentagon-area,6,36
1658,Stu_733990addc60bb852997e415bcc9577e,TRIANGLE_AREA,(AREA QUESTION1),1,triangle-area,9,36
1659,Stu_733990addc60bb852997e415bcc9577e,TRIANGLE_HEIGHT,(HEIGHT QUESTION2),1,triangle-area,10,36
1660,Stu_733990addc60bb852997e415bcc9577e,TRIANGLE_BASE,(BASE QUESTION3),1,triangle-area,11,36
1661,Stu_733990addc60bb852997e415bcc9577e,PENTAGON_ABCDE,(AREA QUESTION1),1,pentagon-area,7,36
1662,Stu_733990addc60bb852997e415bcc9577e,PENTAGON_ABCDE,(APOTHEM QUESTION2),0,pentagon-area,8,36
1663,Stu_733990addc60bb852997e415bcc9577e,PENTAGON_ABCDE,(SIDE QUESTION3),1,pentagon-area,9,36
1664,Stu_733990addc60bb852997e415bcc9577e,PENTAGON,(AREA QUESTION1),1,pentagon-area,10,36
1665,Stu_733990addc60bb852997e415bcc9577e,PENTAGON,(APOTHEM QUESTION2),1,pentagon-area,11,36
1666,Stu_733990addc60bb852997e415bcc9577e,PENTAGON,(SIDE QUESTION3),1,pentagon-area,12,36
1667,Stu_733990addc60bb852997e415bcc9577e,DESIGNING_A_QUILT,(AREA QUESTION1),1,triangle-area,12,36
1668,Stu_733990addc60bb852997e415bcc9577e,DESIGNING_A_QUILT,(WHITE-AREA QUESTION1),1,compose-by-multiplication,11,36
1669,Stu_733990addc60bb852997e415bcc9577e,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION1),1,compose-by-multiplication,12,36
1670,Stu_733990addc60bb852997e415bcc9577e,DESIGNING_A_QUILT,(GREEN-AREA QUESTION1),1,compose-by-multiplication,13,36
1671,Stu_733990addc60bb852997e415bcc9577e,DESIGNING_A_QUILT,(AREA QUESTION2),1,triangle-area,13,36
1672,Stu_733990addc60bb852997e415bcc9577e,DESIGNING_A_QUILT,(WHITE-AREA QUESTION2),1,compose-by-multiplication,14,36
1673,Stu_733990addc60bb852997e415bcc9577e,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION2),1,compose-by-multiplication,15,36
1674,Stu_733990addc60bb852997e415bcc9577e,DESIGNING_A_QUILT,(GREEN-AREA QUESTION2),0,compose-by-multiplication,16,36
1675,Stu_733990addc60bb852997e415bcc9577e,DESIGNING_A_QUILT,(AREA QUESTION3),1,triangle-area,14,36
1676,Stu_733990addc60bb852997e415bcc9577e,DESIGNING_A_QUILT,(WHITE-AREA QUESTION3),1,compose-by-multiplication,17,36
1677,Stu_733990addc60bb852997e415bcc9577e,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION3),1,compose-by-multiplication,18,36
1678,Stu_733990addc60bb852997e415bcc9577e,DESIGNING_A_QUILT,(GREEN-AREA QUESTION3),1,compose-by-multiplication,19,36
1679,Stu_733990addc60bb852997e415bcc9577e,CIRCLE_O,(RADIUS QUESTION1),1,circle-diameter,1,36
1680,Stu_733990addc60bb852997e415bcc9577e,CIRCLE_O,(AREA QUESTION1),1,circle-area,1,36
1681,Stu_733990addc60bb852997e415bcc9577e,CIRCLE_O,(CIRCUMFERENCE QUESTION1),1,circle-circumference,1,36
1682,Stu_733990addc60bb852997e415bcc9577e,CIRCLE_O,(DIAMETER QUESTION2),1,circle-diameter,2,36
1683,Stu_733990addc60bb852997e415bcc9577e,CIRCLE_O,(AREA QUESTION2),1,circle-area,2,36
1684,Stu_733990addc60bb852997e415bcc9577e,CIRCLE_O,(CIRCUMFERENCE QUESTION2),1,circle-circumference,2,36
1685,Stu_733990addc60bb852997e415bcc9577e,CIRCLE_O,(RADIUS QUESTION3),0,circle-area,3,36
1686,Stu_733990addc60bb852997e415bcc9577e,CIRCLE_O,(DIAMETER QUESTION3),1,circle-diameter,3,36
1687,Stu_733990addc60bb852997e415bcc9577e,CIRCLE_O,(CIRCUMFERENCE QUESTION3),0,circle-circumference,3,36
1688,Stu_733990addc60bb852997e415bcc9577e,CIRCLE_O,(RADIUS QUESTION4),1,circle-diameter,4,36
1689,Stu_733990addc60bb852997e415bcc9577e,CIRCLE_O,(DIAMETER QUESTION4),1,circle-circumference,4,36
1690,Stu_733990addc60bb852997e415bcc9577e,CIRCLE_O,(AREA QUESTION4),1,circle-area,4,36
1691,Stu_733990addc60bb852997e415bcc9577e,LAWN_SPRINKLER,(AREA QUESTION1),0,circle-area,5,36
1692,Stu_733990addc60bb852997e415bcc9577e,COVERING_POOL,(RADIUS QUESTION1),0,circle-area,6,36
1693,Stu_733990addc60bb852997e415bcc9577e,COVERING_POOL,(DIAMETER QUESTION1),0,circle-diameter,5,36
1694,Stu_733990addc60bb852997e415bcc9577e,DOG_ON_A_ROPE,(AREA QUESTION1),1,circle-area,7,36
1695,Stu_733990addc60bb852997e415bcc9577e,DOG_ON_A_ROPE,(CIRCUMFERENCE QUESTION1),1,circle-circumference,5,36
1696,Stu_733990addc60bb852997e415bcc9577e,LAWN_SPRINKLER_2,(TOTAL-LAWN-AREA QUESTION1),1,square-area,19,36
1697,Stu_733990addc60bb852997e415bcc9577e,LAWN_SPRINKLER_2,(WATERED-LAWN-AREA QUESTION1),1,circle-area,8,36
1698,Stu_733990addc60bb852997e415bcc9577e,LAWN_SPRINKLER_2,(UNWATERED-LAWN-AREA QUESTION1),0,compose-by-addition,7,36
1699,Stu_733990addc60bb852997e415bcc9577e,CIRCLE_DIAMETER,(RADIUS QUESTION1),1,circle-diameter,6,36
1700,Stu_733990addc60bb852997e415bcc9577e,CIRCLE_DIAMETER,(AREA QUESTION1),1,circle-area,9,36
1701,Stu_733990addc60bb852997e415bcc9577e,CIRCLE_DIAMETER,(CIRCUMFERENCE QUESTION1),1,circle-circumference,6,36
1702,Stu_733990addc60bb852997e415bcc9577e,CIRCLE_AREA,(RADIUS QUESTION3),1,circle-area,10,36
1703,Stu_733990addc60bb852997e415bcc9577e,CIRCLE_AREA,(DIAMETER QUESTION3),0,circle-diameter,7,36
1704,Stu_733990addc60bb852997e415bcc9577e,CIRCLE_AREA,(CIRCUMFERENCE QUESTION3),1,circle-circumference,7,36
1705,Stu_733990addc60bb852997e415bcc9577e,CIRCLE_RADIUS,(DIAMETER QUESTION2),1,circle-diameter,8,36
1706,Stu_733990addc60bb852997e415bcc9577e,CIRCLE_RADIUS,(AREA QUESTION2),1,circle-area,11,36
1707,Stu_733990addc60bb852997e415bcc9577e,CIRCLE_RADIUS,(CIRCUMFERENCE QUESTION2),1,circle-circumference,8,36
1708,Stu_733990addc60bb852997e415bcc9577e,TROGS,(SQUARE-AREA QUESTION1),1,square-area,20,36
1709,Stu_733990addc60bb852997e415bcc9577e,TROGS,(TROG-HEIGHT QUESTION1),0,equi-tri-height?,1,36
1710,Stu_733990addc60bb852997e415bcc9577e,TROGS,(TROG-AREA QUESTION1),1,triangle-area,15,36
1711,Stu_733990addc60bb852997e415bcc9577e,TROGS,(SCRAP-METAL-AREA QUESTION1),1,compose-by-addition,8,36
1712,Stu_733990addc60bb852997e415bcc9577e,TROGS,(TROG-HEIGHT QUESTION2),1,equi-tri-height?,2,36
1713,Stu_733990addc60bb852997e415bcc9577e,TROGS,(TROG-AREA QUESTION2),1,triangle-area,16,36
1714,Stu_733990addc60bb852997e415bcc9577e,TROGS,(SQUARE-AREA QUESTION2),1,square-area,21,36
1715,Stu_733990addc60bb852997e415bcc9577e,TROGS,(SCRAP-METAL-AREA QUESTION2),1,compose-by-addition,9,36
1716,Stu_733990addc60bb852997e415bcc9577e,TROGS,(TROG-HEIGHT QUESTION3),1,equi-tri-height?,3,36
1717,Stu_733990addc60bb852997e415bcc9577e,TROGS,(TROG-AREA QUESTION3),1,triangle-area,17,36
1718,Stu_733990addc60bb852997e415bcc9577e,TROGS,(SQUARE-AREA QUESTION3),1,square-area,22,36
1719,Stu_733990addc60bb852997e415bcc9577e,TROGS,(SCRAP-METAL-AREA QUESTION3),1,compose-by-addition,10,36
1720,Stu_733990addc60bb852997e415bcc9577e,WATERING_VEGGIES,(TOTAL-GARDEN QUESTION1),1,square-area,23,36
1721,Stu_733990addc60bb852997e415bcc9577e,WATERING_VEGGIES,(WATERED-AREA QUESTION1),1,circle-area,12,36
1722,Stu_733990addc60bb852997e415bcc9577e,WATERING_VEGGIES,(UNWATERED-AREA QUESTION1),1,compose-by-addition,11,36
1723,Stu_733990addc60bb852997e415bcc9577e,POGS,(SCRAP-METAL-AREA QUESTION1),1,compose-by-addition,12,36
1724,Stu_733990addc60bb852997e415bcc9577e,POGS,(SCRAP-METAL-AREA QUESTION2),1,compose-by-addition,13,36
1725,Stu_733990addc60bb852997e415bcc9577e,POGS,(SCRAP-METAL-AREA QUESTION3),1,compose-by-addition,14,36
1726,Stu_733990addc60bb852997e415bcc9577e,ONE_CIRCLE_IN_CIRCLE,(CIRCLE-AREA_C QUESTION1),1,circle-area,13,36
1727,Stu_733990addc60bb852997e415bcc9577e,ONE_CIRCLE_IN_CIRCLE,(CIRCLE-AREA_A QUESTION1),0,compose-by-addition,15,36
1728,Stu_733990addc60bb852997e415bcc9577e,ONE_CIRCLE_IN_SQUARE,(CIRCLE-AREA QUESTION1),1,circle-area,14,36
1729,Stu_733990addc60bb852997e415bcc9577e,ONE_CIRCLE_IN_SQUARE,(SQUARE-AREA QUESTION1),1,square-area,24,36
1730,Stu_733990addc60bb852997e415bcc9577e,ONE_CIRCLE_IN_SQUARE,(SHADED-AREA QUESTION1),0,compose-by-addition,16,36
