,Problem,Step,Success,Skill,Opportunity,Student_ID
1104,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION3),1,compose-by-multiplication,18,51
1105,DESIGNING_A_QUILT,(GREEN-AREA QUESTION3),1,compose-by-multiplication,19,51
1106,PENTAGON_ABCDE,(AREA QUESTION1),0,pentagon-area,13,51
1107,PENTAGON_ABCDE,(APOTHEM QUESTION2),1,pentagon-area,14,51
1108,PENTAGON_ABCDE,(SIDE QUESTION3),1,pentagon-area,15,51
1109,PENTAGON,(AREA QUESTION1),1,pentagon-area,16,51
1110,PENTAGON,(APOTHEM QUESTION2),1,pentagon-area,17,51
1111,PENTAGON,(SIDE QUESTION3),1,pentagon-area,18,51
1112,PENTAGON_ABCDE,(AREA QUESTION1),1,pentagon-area,19,51
1113,PENTAGON_ABCDE,(APOTHEM QUESTION2),1,pentagon-area,20,51
1114,PENTAGON_ABCDE,(SIDE QUESTION3),1,pentagon-area,21,51
1115,CIRCLE_O,(RADIUS QUESTION1),1,circle-diameter,1,51
1116,CIRCLE_O,(DIAMETER QUESTION2),1,circle-diameter,2,51
1117,CIRCLE_O,(AREA QUESTION1),0,circle-area,1,51
1118,CIRCLE_O,(CIRCUMFERENCE QUESTION1),1,circle-circumference,1,51
1119,CIRCLE_O,(AREA QUESTION2),1,circle-area,2,51
1120,CIRCLE_O,(CIRCUMFERENCE QUESTION2),1,circle-circumference,2,51
1121,CIRCLE_O,(RADIUS QUESTION3),0,circle-area,3,51
1122,CIRCLE_O,(DIAMETER QUESTION3),1,circle-diameter,3,51
1123,CIRCLE_O,(CIRCUMFERENCE QUESTION3),1,circle-circumference,3,51
1124,CIRCLE_O,(RADIUS QUESTION4),1,circle-diameter,4,51
1125,CIRCLE_O,(AREA QUESTION4),0,circle-area,4,51
1126,CIRCLE_O,(DIAMETER QUESTION4),1,circle-circumference,4,51
1127,LAWN_SPRINKLER,(AREA QUESTION1),0,circle-area,5,51
1128,COVERING_POOL,(RADIUS QUESTION1),0,circle-area,6,51
1129,COVERING_POOL,(DIAMETER QUESTION1),1,circle-diameter,5,51
1130,DOG_ON_A_ROPE,(AREA QUESTION1),1,circle-area,7,51
1131,DOG_ON_A_ROPE,(CIRCUMFERENCE QUESTION1),1,circle-circumference,5,51
1132,LAWN_SPRINKLER_2,(WATERED-LAWN-AREA QUESTION1),1,circle-area,8,51
1133,LAWN_SPRINKLER_2,(TOTAL-LAWN-AREA QUESTION1),1,square-area,19,51
1134,LAWN_SPRINKLER_2,(UNWATERED-LAWN-AREA QUESTION1),0,compose-by-addition,7,51
1135,CIRCLE_DIAMETER,(RADIUS QUESTION1),1,circle-diameter,6,51
1136,CIRCLE_DIAMETER,(AREA QUESTION1),1,circle-area,9,51
1137,CIRCLE_DIAMETER,(CIRCUMFERENCE QUESTION1),1,circle-circumference,6,51
1138,CIRCLE_AREA,(RADIUS QUESTION3),1,circle-area,10,51
1139,CIRCLE_AREA,(DIAMETER QUESTION3),0,circle-diameter,7,51
1140,CIRCLE_AREA,(CIRCUMFERENCE QUESTION3),1,circle-circumference,7,51
1141,CIRCLE_CIRCUMFERENCE,(RADIUS QUESTION4),1,circle-diameter,8,51
1142,CIRCLE_CIRCUMFERENCE,(AREA QUESTION4),0,circle-area,11,51
1143,CIRCLE_CIRCUMFERENCE,(DIAMETER QUESTION4),1,circle-circumference,8,51
1144,COVERING_POOL,(RADIUS QUESTION1),1,circle-area,12,51
1145,COVERING_POOL,(DIAMETER QUESTION1),1,circle-diameter,9,51
1146,CIRCLE_DIAMETER,(RADIUS QUESTION1),1,circle-diameter,10,51
1147,CIRCLE_DIAMETER,(AREA QUESTION1),1,circle-area,13,51
1148,CIRCLE_DIAMETER,(CIRCUMFERENCE QUESTION1),1,circle-circumference,9,51
1149,TROGS,(TROG-HEIGHT QUESTION1),0,equi-tri-height?,1,51
1150,TROGS,(TROG-HEIGHT QUESTION2),1,equi-tri-height?,2,51
1151,TROGS,(TROG-HEIGHT QUESTION3),1,equi-tri-height?,3,51
1152,TROGS,(TROG-AREA QUESTION1),0,triangle-area,13,51
1153,WATERING_VEGGIES,(WATERED-AREA QUESTION1),0,circle-area,14,51
1154,WATERING_VEGGIES,(TOTAL-GARDEN QUESTION1),0,square-area,20,51
1155,WATERING_VEGGIES,(UNWATERED-AREA QUESTION1),0,compose-by-addition,8,51
1156,POGS,(POG-AREA QUESTION1),1,circle-area,15,51
1157,POGS,(POG-AREA QUESTION2),1,circle-area,16,51
1158,POGS,(POG-AREA QUESTION3),1,circle-area,17,51
1159,POGS,(SQUARE-AREA QUESTION1),1,square-area,21,51
1160,POGS,(SQUARE-AREA QUESTION2),1,square-area,22,51
1161,POGS,(SQUARE-AREA QUESTION3),1,square-area,23,51
1162,POGS,(SCRAP-METAL-AREA QUESTION1),0,compose-by-addition,9,51
1163,POGS,(SCRAP-METAL-AREA QUESTION2),1,compose-by-addition,10,51
1164,POGS,(SCRAP-METAL-AREA QUESTION3),1,compose-by-addition,11,51
1165,ONE_CIRCLE_IN_CIRCLE,(CIRCLE-AREA_C QUESTION1),1,circle-area,18,51
1166,ONE_CIRCLE_IN_CIRCLE,(CIRCLE-AREA_A QUESTION1),0,compose-by-addition,12,51
1167,ONE_CIRCLE_IN_SQUARE,(SQUARE-AREA QUESTION1),1,square-area,24,51
1168,ONE_CIRCLE_IN_SQUARE,(CIRCLE-AREA QUESTION1),1,circle-area,19,51
1169,ONE_CIRCLE_IN_SQUARE,(SHADED-AREA QUESTION1),1,compose-by-addition,13,51
1170,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-RADIUS_AB QUESTION1),1,compose-by-addition,14,51
1171,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-AREA_A QUESTION1),0,circle-area,20,51
1172,TWO_CIRCLES_IN_CIRCLE,(SHADED-AREA QUESTION1),0,compose-by-addition,15,51
1173,TWO_CIRCLES_IN_CIRCLE,(UNSHADED-AREA QUESTION1),0,compose-by-addition,16,51
1174,TWO_CIRCLES_IN_SQUARE,(SQUARE-BASE QUESTION1),1,compose-by-multiplication,20,51
1175,TWO_CIRCLES_IN_SQUARE,(UNSHADED-AREA QUESTION1),0,compose-by-multiplication,21,51
1176,TWO_CIRCLES_IN_SQUARE,(SQUARE-AREA QUESTION1),1,square-area,25,51
1177,TWO_CIRCLES_IN_SQUARE,(SHADED-AREA QUESTION1),0,compose-by-addition,17,51
1178,TRIANGLE_AREA,(AREA QUESTION1),1,triangle-area,14,51
1179,RECTANGLE_AREA,(AREA QUESTION1),1,square-area,26,51
1180,POGS,(POG-AREA QUESTION1),1,circle-area,21,51
1181,POGS,(POG-AREA QUESTION2),1,circle-area,22,51
1182,POGS,(POG-AREA QUESTION3),1,circle-area,23,51
1183,POGS,(SQUARE-AREA QUESTION1),1,square-area,27,51
1184,POGS,(SQUARE-AREA QUESTION2),1,square-area,28,51
1185,POGS,(SQUARE-AREA QUESTION3),1,square-area,29,51
1186,POGS,(SCRAP-METAL-AREA QUESTION1),1,compose-by-addition,18,51
1187,POGS,(SCRAP-METAL-AREA QUESTION2),0,compose-by-addition,19,51
1188,POGS,(SCRAP-METAL-AREA QUESTION3),1,compose-by-addition,20,51
1189,TWO_CIRCLES_IN_SQUARE,(SQUARE-BASE QUESTION1),0,compose-by-multiplication,22,51
1190,TWO_CIRCLES_IN_SQUARE,(SQUARE-AREA QUESTION1),1,square-area,30,51
1191,TWO_CIRCLES_IN_SQUARE,(UNSHADED-AREA QUESTION1),1,compose-by-multiplication,23,51
1192,TWO_CIRCLES_IN_SQUARE,(SHADED-AREA QUESTION1),1,compose-by-addition,21,51
1193,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-RADIUS_AB QUESTION1),0,compose-by-addition,22,51
1194,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-AREA_A QUESTION1),1,circle-area,24,51
1195,TWO_CIRCLES_IN_CIRCLE,(UNSHADED-AREA QUESTION1),0,compose-by-addition,23,51
1196,TWO_CIRCLES_IN_CIRCLE,(SHADED-AREA QUESTION1),1,compose-by-addition,24,51
1197,ONE_CIRCLE_IN_SQUARE,(CIRCLE-AREA QUESTION1),1,circle-area,25,51
1198,ONE_CIRCLE_IN_SQUARE,(SQUARE-AREA QUESTION1),1,square-area,31,51
1199,ONE_CIRCLE_IN_SQUARE,(SHADED-AREA QUESTION1),1,compose-by-addition,25,51
1200,ONE_CIRCLE_IN_CIRCLE,(CIRCLE-AREA_C QUESTION1),1,circle-area,26,51
1201,ONE_CIRCLE_IN_CIRCLE,(CIRCLE-AREA_A QUESTION1),0,compose-by-addition,26,51
1202,POGS,(POG-AREA QUESTION1),1,circle-area,27,51
1203,POGS,(POG-AREA QUESTION2),1,circle-area,28,51
1204,POGS,(POG-AREA QUESTION3),1,circle-area,29,51
1205,POGS,(SQUARE-AREA QUESTION1),1,square-area,32,51
1206,POGS,(SQUARE-AREA QUESTION2),1,square-area,33,51
1207,POGS,(SQUARE-AREA QUESTION3),1,square-area,34,51
1208,POGS,(SCRAP-METAL-AREA QUESTION1),1,compose-by-addition,27,51
1209,POGS,(SCRAP-METAL-AREA QUESTION2),1,compose-by-addition,28,51
1210,POGS,(SCRAP-METAL-AREA QUESTION3),1,compose-by-addition,29,51
1211,TRIANGLE_TRIANGLE,(AREA QUESTION1),1,triangle-area,15,51
1212,TRIANGLE_AREA,(AREA QUESTION1),0,triangle-area,16,51
1213,TROGS,(TROG-HEIGHT QUESTION1),0,equi-tri-height?,4,51
1214,TROGS,(TROG-HEIGHT QUESTION2),1,equi-tri-height?,5,51
1215,TROGS,(TROG-HEIGHT QUESTION3),0,equi-tri-height?,6,51
1216,TROGS,(SQUARE-AREA QUESTION1),0,square-area,35,51
1217,TROGS,(SQUARE-AREA QUESTION2),1,square-area,36,51
1218,TROGS,(SQUARE-AREA QUESTION3),1,square-area,37,51
1219,TROGS,(TROG-AREA QUESTION1),1,triangle-area,17,51
1220,TROGS,(TROG-AREA QUESTION2),1,triangle-area,18,51
1221,TROGS,(TROG-AREA QUESTION3),1,triangle-area,19,51
1222,TROGS,(SCRAP-METAL-AREA QUESTION1),1,compose-by-addition,30,51
1223,TROGS,(SCRAP-METAL-AREA QUESTION2),1,compose-by-addition,31,51
1224,TROGS,(SCRAP-METAL-AREA QUESTION3),1,compose-by-addition,32,51
1225,POGS,(POG-AREA QUESTION1),1,circle-area,30,51
1226,POGS,(POG-AREA QUESTION2),1,circle-area,31,51
1227,POGS,(POG-AREA QUESTION3),1,circle-area,32,51
1228,POGS,(SQUARE-AREA QUESTION1),1,square-area,38,51
1229,POGS,(SQUARE-AREA QUESTION2),1,square-area,39,51
1230,POGS,(SQUARE-AREA QUESTION3),1,square-area,40,51
1231,POGS,(SCRAP-METAL-AREA QUESTION1),0,compose-by-addition,33,51
1232,POGS,(SCRAP-METAL-AREA QUESTION2),1,compose-by-addition,34,51
1233,POGS,(SCRAP-METAL-AREA QUESTION3),1,compose-by-addition,35,51
1234,TRIANGLE_RECTANGLE,(BASE QUESTION1),0,compose-by-multiplication,24,51
1235,TRIANGLE_RECTANGLE,(AREA QUESTION1),0,triangle-area,20,51
1236,TRIANGLE_TRIANGLE,(AREA QUESTION1),0,triangle-area,21,51
1237,TRIANGLE_AREA,(AREA QUESTION1),1,triangle-area,22,51
1238,CIRCLE_AREA,(RADIUS QUESTION3),0,circle-area,33,51
1239,CIRCLE_AREA,(DIAMETER QUESTION3),1,circle-diameter,11,51
1240,CIRCLE_AREA,(CIRCUMFERENCE QUESTION3),1,circle-circumference,10,51
1241,CIRCLE_CIRCUMFERENCE,(DIAMETER QUESTION4),0,circle-circumference,11,51
1242,CIRCLE_CIRCUMFERENCE,(RADIUS QUESTION4),0,circle-diameter,12,51
1243,CIRCLE_CIRCUMFERENCE,(AREA QUESTION4),1,circle-area,34,51
1244,TRIANGLE_TRIANGLE,(AREA QUESTION1),1,triangle-area,23,51
1245,CIRCLE_O,(RADIUS QUESTION1),1,circle-diameter,13,51
1246,CIRCLE_O,(DIAMETER QUESTION2),1,circle-diameter,14,51
1247,CIRCLE_O,(AREA QUESTION1),1,circle-area,35,51
1248,CIRCLE_O,(AREA QUESTION2),1,circle-area,36,51
1249,CIRCLE_O,(CIRCUMFERENCE QUESTION1),0,circle-circumference,12,51
1250,CIRCLE_O,(CIRCUMFERENCE QUESTION2),1,circle-circumference,13,51
1251,CIRCLE_O,(RADIUS QUESTION3),1,circle-area,37,51
1252,CIRCLE_O,(DIAMETER QUESTION3),1,circle-diameter,15,51
1253,CIRCLE_O,(DIAMETER QUESTION4),1,circle-circumference,14,51
1254,CIRCLE_O,(RADIUS QUESTION4),1,circle-diameter,16,51
1255,CIRCLE_O,(CIRCUMFERENCE QUESTION3),1,circle-circumference,15,51
1256,CIRCLE_O,(AREA QUESTION4),1,circle-area,38,51
1257,PENTAGON,(AREA QUESTION1),1,pentagon-area,1,50
1258,PENTAGON,(APOTHEM QUESTION2),1,pentagon-area,2,50
1259,PENTAGON,(SIDE QUESTION3),1,pentagon-area,3,50
1260,PENTAGON_ABCDE,(AREA QUESTION1),1,pentagon-area,4,50
1261,PENTAGON_ABCDE,(APOTHEM QUESTION2),1,pentagon-area,5,50
1262,PENTAGON_ABCDE,(SIDE QUESTION3),1,pentagon-area,6,50
1263,LAWN_SPRINKLER,(AREA QUESTION1),1,circle-area,1,50
1264,COVERING_POOL,(RADIUS QUESTION1),0,circle-area,2,50
1265,COVERING_POOL,(DIAMETER QUESTION1),0,circle-diameter,1,50
1266,RECTANGLE_ABCD,(AREA QUESTION1),1,square-area,1,17
1267,RECTANGLE_ABCD,(HEIGHT QUESTION2),1,square-area,2,17
1268,RECTANGLE_ABCD,(BASE QUESTION3),1,square-area,3,17
1269,BUILDING_A_SIDEWALK,(POOL-AREA QUESTION1),0,square-area,4,17
1270,BUILDING_A_SIDEWALK,(LARGE-RECTANGLE-AREA QUESTION1),1,square-area,5,17
1271,BUILDING_A_SIDEWALK,(SIDEWALK-AREA QUESTION1),0,compose-by-addition,1,17
1272,BUILDING_A_SIDEWALK,(POOL-AREA QUESTION2),1,square-area,6,17
1273,BUILDING_A_SIDEWALK,(LARGE-RECTANGLE-AREA QUESTION2),1,square-area,7,17
1274,BUILDING_A_SIDEWALK,(POOL-AREA QUESTION3),0,square-area,8,17
1275,BUILDING_A_SIDEWALK,(LARGE-RECTANGLE-AREA QUESTION3),0,square-area,9,17
1276,BUILDING_A_SIDEWALK,(SIDEWALK-AREA QUESTION3),1,compose-by-addition,2,17
1277,PARALLELOGRAM_ABDE,(AREA QUESTION1),1,parallelogram-area,1,17
1278,PARALLELOGRAM_ABDE,(HEIGHT QUESTION2),1,parallelogram-area,2,17
1279,PARALLELOGRAM_ABDE,(BASE QUESTION3),0,parallelogram-area,3,17
1280,SQUARE_ABCD,(AREA QUESTION1),1,square-area,10,17
1281,SQUARE_ABCD,(HEIGHT QUESTION2),1,square-area,11,17
1282,SQUARE_ABCD,(BASE QUESTION3),1,square-area,12,17
1283,PAINTING_THE_WALL,(DOOR-AREA QUESTION1),0,square-area,13,17
1284,PAINTING_THE_WALL,(DOOR-AREA QUESTION2),1,square-area,14,17
1285,PAINTING_THE_WALL,(DOOR-AREA QUESTION3),1,square-area,15,17
1286,PAINTING_THE_WALL,(WALL-AREA QUESTION1),1,square-area,16,17
1287,PAINTING_THE_WALL,(WALL-AREA QUESTION2),1,square-area,17,17
1288,PAINTING_THE_WALL,(WALL-AREA QUESTION3),1,square-area,18,17
1289,PAINTING_THE_WALL,(PAINTED-AREA QUESTION1),0,compose-by-addition,3,17
1290,PAINTING_THE_WALL,(PAINTED-AREA QUESTION2),1,compose-by-addition,4,17
1291,PAINTING_THE_WALL,(PAINTED-AREA QUESTION3),1,compose-by-addition,5,17
1292,RECTANGLE_AREA,(AREA QUESTION1),1,square-area,19,17
1293,RECTANGLE_HEIGHT,(HEIGHT QUESTION2),1,square-area,20,17
1294,PARALLELOGRAM_AREA,(AREA QUESTION1),1,parallelogram-area,4,17
1295,SQUARE_AREA,(AREA QUESTION1),1,square-area,21,17
1296,PAINTING_THE_WALL,(DOOR-AREA QUESTION1),1,square-area,22,17
1297,PAINTING_THE_WALL,(DOOR-AREA QUESTION2),1,square-area,23,17
1298,PAINTING_THE_WALL,(DOOR-AREA QUESTION3),1,square-area,24,17
1299,PAINTING_THE_WALL,(WALL-AREA QUESTION1),1,square-area,25,17
1300,PAINTING_THE_WALL,(WALL-AREA QUESTION2),1,square-area,26,17
1301,PAINTING_THE_WALL,(WALL-AREA QUESTION3),1,square-area,27,17
1302,PAINTING_THE_WALL,(PAINTED-AREA QUESTION1),1,compose-by-addition,6,17
1303,PAINTING_THE_WALL,(PAINTED-AREA QUESTION2),1,compose-by-addition,7,17
1304,PAINTING_THE_WALL,(PAINTED-AREA QUESTION3),1,compose-by-addition,8,17
1305,TRAPEZOID_ABCD,(AREA QUESTION1),0,trapezoid-area,1,17
1306,TRAPEZOID_ABCD,(HEIGHT QUESTION3),0,trapezoid-area,2,17
1307,TRAPEZOID_ABCD,(LONGER-BASE QUESTION2),0,trapezoid-area,3,17
1308,TRAPEZOID_AREA,(AREA QUESTION1),0,trapezoid-area,4,17
1309,TRAPEZOID_HEIGHT,(HEIGHT QUESTION3),0,trapezoid-area,5,17
1310,TRAPEZOID_BASE,(LONGER-BASE QUESTION2),1,trapezoid-area,6,17
1311,TRAPEZOID_ABCD,(AREA QUESTION1),1,trapezoid-area,7,17
1312,TRAPEZOID_ABCD,(LONGER-BASE QUESTION2),1,trapezoid-area,8,17
1313,TRAPEZOID_ABCD,(HEIGHT QUESTION3),0,trapezoid-area,9,17
1314,TRAPEZOID_AREA,(AREA QUESTION1),1,trapezoid-area,10,17
1315,TRAPEZOID_HEIGHT,(HEIGHT QUESTION3),0,trapezoid-area,11,17
1316,TRAPEZOID_BASE,(LONGER-BASE QUESTION2),0,trapezoid-area,12,17
1317,TRAPEZOID_ABCD,(AREA QUESTION1),1,trapezoid-area,13,17
1318,TRAPEZOID_ABCD,(LONGER-BASE QUESTION2),1,trapezoid-area,14,17
1319,TRAPEZOID_ABCD,(HEIGHT QUESTION3),1,trapezoid-area,15,17
1320,TRAPEZOID_HEIGHT,(HEIGHT QUESTION3),1,trapezoid-area,16,17
1321,TRAPEZOID_BASE,(LONGER-BASE QUESTION2),1,trapezoid-area,17,17
1322,TRAPEZOID_HEIGHT,(HEIGHT QUESTION3),1,trapezoid-area,18,17
1323,TRAPEZOID_BASE,(LONGER-BASE QUESTION2),1,trapezoid-area,19,17
1324,TRIANGLE_ABC,(AREA QUESTION1),1,triangle-area,1,17
1325,TRIANGLE_ABC,(HEIGHT QUESTION2),0,triangle-area,2,17
1326,TRIANGLE_ABC,(BASE QUESTION3),1,triangle-area,3,17
1327,TRIANGLE_TRIANGLE,(AREA QUESTION1),0,triangle-area,4,17
1328,PENTAGON,(AREA QUESTION1),1,pentagon-area,1,17
1329,PENTAGON,(APOTHEM QUESTION2),0,pentagon-area,2,17
1330,PENTAGON,(SIDE QUESTION3),0,pentagon-area,3,17
1331,TRIANGLE_RECTANGLE,(BASE QUESTION1),0,compose-by-multiplication,1,17
1332,TRIANGLE_RECTANGLE,(AREA QUESTION1),0,triangle-area,5,17
1333,DESIGNING_A_QUILT,(AREA QUESTION1),1,triangle-area,6,17
1334,DESIGNING_A_QUILT,(AREA QUESTION3),1,triangle-area,7,17
1335,DESIGNING_A_QUILT,(AREA QUESTION2),1,triangle-area,8,17
1336,DESIGNING_A_QUILT,(WHITE-AREA QUESTION1),1,compose-by-multiplication,2,17
1337,DESIGNING_A_QUILT,(WHITE-AREA QUESTION2),1,compose-by-multiplication,3,17
1338,DESIGNING_A_QUILT,(WHITE-AREA QUESTION3),1,compose-by-multiplication,4,17
1339,DESIGNING_A_QUILT,(GREEN-AREA QUESTION1),1,compose-by-multiplication,5,17
1340,DESIGNING_A_QUILT,(GREEN-AREA QUESTION2),1,compose-by-multiplication,6,17
1341,DESIGNING_A_QUILT,(GREEN-AREA QUESTION3),1,compose-by-multiplication,7,17
1342,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION1),0,compose-by-multiplication,8,17
1343,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION2),1,compose-by-multiplication,9,17
1344,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION3),1,compose-by-multiplication,10,17
1345,PENTAGON_ABCDE,(AREA QUESTION1),0,pentagon-area,4,17
1346,PENTAGON_ABCDE,(APOTHEM QUESTION2),0,pentagon-area,5,17
1347,PENTAGON_ABCDE,(SIDE QUESTION3),0,pentagon-area,6,17
1348,TRIANGLE_HEIGHT,(HEIGHT QUESTION2),0,triangle-area,9,17
1349,TRIANGLE_BASE,(BASE QUESTION3),0,triangle-area,10,17
1350,PENTAGON_ABCDE,(AREA QUESTION1),1,pentagon-area,7,17
1351,PENTAGON_ABCDE,(APOTHEM QUESTION2),1,pentagon-area,8,17
1352,PENTAGON_ABCDE,(SIDE QUESTION3),0,pentagon-area,9,17
1353,PENTAGON,(APOTHEM QUESTION2),1,pentagon-area,10,17
1354,PENTAGON,(SIDE QUESTION3),1,pentagon-area,11,17
1355,PENTAGON,(AREA QUESTION1),0,pentagon-area,12,17
1356,DESIGNING_A_QUILT,(AREA QUESTION1),1,triangle-area,11,17
1357,DESIGNING_A_QUILT,(AREA QUESTION2),1,triangle-area,12,17
1358,DESIGNING_A_QUILT,(AREA QUESTION3),1,triangle-area,13,17
1359,DESIGNING_A_QUILT,(WHITE-AREA QUESTION1),1,compose-by-multiplication,11,17
1360,DESIGNING_A_QUILT,(WHITE-AREA QUESTION2),1,compose-by-multiplication,12,17
1361,DESIGNING_A_QUILT,(WHITE-AREA QUESTION3),1,compose-by-multiplication,13,17
1362,DESIGNING_A_QUILT,(GREEN-AREA QUESTION1),1,compose-by-multiplication,14,17
1363,DESIGNING_A_QUILT,(GREEN-AREA QUESTION2),1,compose-by-multiplication,15,17
1364,DESIGNING_A_QUILT,(GREEN-AREA QUESTION3),1,compose-by-multiplication,16,17
1365,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION1),1,compose-by-multiplication,17,17
1366,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION2),1,compose-by-multiplication,18,17
1367,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION3),1,compose-by-multiplication,19,17
1368,PENTAGON_ABCDE,(AREA QUESTION1),0,pentagon-area,13,17
1369,PENTAGON_ABCDE,(APOTHEM QUESTION2),1,pentagon-area,14,17
1370,PENTAGON_ABCDE,(SIDE QUESTION3),1,pentagon-area,15,17
1371,TRIANGLE_ABC,(AREA QUESTION1),1,triangle-area,14,17
1372,TRIANGLE_ABC,(HEIGHT QUESTION2),0,triangle-area,15,17
1373,TRIANGLE_ABC,(BASE QUESTION3),1,triangle-area,16,17
1374,TRIANGLE_HEIGHT,(HEIGHT QUESTION2),1,triangle-area,17,17
1375,TRIANGLE_BASE,(BASE QUESTION3),0,triangle-area,18,17
1376,TRIANGLE_ABC,(AREA QUESTION1),1,triangle-area,19,17
1377,TRIANGLE_ABC,(HEIGHT QUESTION2),1,triangle-area,20,17
1378,TRIANGLE_ABC,(BASE QUESTION3),1,triangle-area,21,17
1379,PENTAGON,(AREA QUESTION1),1,pentagon-area,16,17
1380,PENTAGON,(APOTHEM QUESTION2),1,pentagon-area,17,17
1381,PENTAGON,(SIDE QUESTION3),1,pentagon-area,18,17
1382,PENTAGON_ABCDE,(AREA QUESTION1),1,pentagon-area,19,17
1383,PENTAGON_ABCDE,(APOTHEM QUESTION2),1,pentagon-area,20,17
1384,PENTAGON_ABCDE,(SIDE QUESTION3),1,pentagon-area,21,17
1385,PENTAGON,(AREA QUESTION1),1,pentagon-area,22,17
1386,PENTAGON,(APOTHEM QUESTION2),1,pentagon-area,23,17
1387,PENTAGON,(SIDE QUESTION3),1,pentagon-area,24,17
1388,CIRCLE_O,(RADIUS QUESTION1),1,circle-diameter,1,17
1389,CIRCLE_O,(AREA QUESTION1),0,circle-area,1,17
1390,CIRCLE_O,(DIAMETER QUESTION2),1,circle-diameter,2,17
1391,CIRCLE_O,(AREA QUESTION2),1,circle-area,2,17
1392,CIRCLE_O,(RADIUS QUESTION3),1,circle-area,3,17
1393,CIRCLE_O,(DIAMETER QUESTION3),1,circle-diameter,3,17
1394,CIRCLE_O,(CIRCUMFERENCE QUESTION1),1,circle-circumference,1,17
1395,CIRCLE_O,(CIRCUMFERENCE QUESTION2),1,circle-circumference,2,17
1396,CIRCLE_O,(CIRCUMFERENCE QUESTION3),1,circle-circumference,3,17
1397,CIRCLE_O,(RADIUS QUESTION4),1,circle-diameter,4,17
1398,CIRCLE_O,(AREA QUESTION4),0,circle-area,4,17
1399,CIRCLE_O,(DIAMETER QUESTION4),1,circle-circumference,4,17
1400,LAWN_SPRINKLER,(AREA QUESTION1),0,circle-area,5,17
1401,COVERING_POOL,(RADIUS QUESTION1),1,circle-area,6,17
1402,COVERING_POOL,(DIAMETER QUESTION1),1,circle-diameter,5,17
1403,DOG_ON_A_ROPE,(AREA QUESTION1),1,circle-area,7,17
1404,DOG_ON_A_ROPE,(CIRCUMFERENCE QUESTION1),1,circle-circumference,5,17
1405,LAWN_SPRINKLER_2,(TOTAL-LAWN-AREA QUESTION1),1,square-area,28,17
1406,LAWN_SPRINKLER_2,(WATERED-LAWN-AREA QUESTION1),1,circle-area,8,17
1407,LAWN_SPRINKLER_2,(UNWATERED-LAWN-AREA QUESTION1),0,compose-by-addition,9,17
1408,CIRCLE_DIAMETER,(RADIUS QUESTION1),1,circle-diameter,6,17
1409,CIRCLE_DIAMETER,(AREA QUESTION1),1,circle-area,9,17
1410,CIRCLE_DIAMETER,(CIRCUMFERENCE QUESTION1),1,circle-circumference,6,17
1411,LAWN_SPRINKLER,(AREA QUESTION1),1,circle-area,10,17
1412,CIRCLE_RADIUS,(DIAMETER QUESTION2),1,circle-diameter,7,17
1413,CIRCLE_RADIUS,(AREA QUESTION2),1,circle-area,11,17
1414,CIRCLE_RADIUS,(CIRCUMFERENCE QUESTION2),1,circle-circumference,7,17
1415,TROGS,(SQUARE-AREA QUESTION1),1,square-area,29,17
1416,TROGS,(SQUARE-AREA QUESTION2),1,square-area,30,17
1417,TROGS,(SQUARE-AREA QUESTION3),1,square-area,31,17
1418,TROGS,(TROG-HEIGHT QUESTION1),0,equi-tri-height?,1,17
1419,TROGS,(TROG-HEIGHT QUESTION2),1,equi-tri-height?,2,17
1420,TROGS,(TROG-HEIGHT QUESTION3),1,equi-tri-height?,3,17
1421,TROGS,(TROG-AREA QUESTION1),1,triangle-area,22,17
1422,TROGS,(TROG-AREA QUESTION2),1,triangle-area,23,17
1423,TROGS,(TROG-AREA QUESTION3),1,triangle-area,24,17
1424,TROGS,(SCRAP-METAL-AREA QUESTION1),1,compose-by-addition,10,17
1425,TROGS,(SCRAP-METAL-AREA QUESTION2),1,compose-by-addition,11,17
1426,TROGS,(SCRAP-METAL-AREA QUESTION3),1,compose-by-addition,12,17
1427,WATERING_VEGGIES,(WATERED-AREA QUESTION1),1,circle-area,12,17
1428,WATERING_VEGGIES,(TOTAL-GARDEN QUESTION1),1,square-area,32,17
1429,WATERING_VEGGIES,(UNWATERED-AREA QUESTION1),1,compose-by-addition,13,17
1430,POGS,(SCRAP-METAL-AREA QUESTION1),1,compose-by-addition,14,17
1431,POGS,(SCRAP-METAL-AREA QUESTION2),0,compose-by-addition,15,17
1432,POGS,(SCRAP-METAL-AREA QUESTION3),1,compose-by-addition,16,17
1433,ONE_CIRCLE_IN_CIRCLE,(CIRCLE-AREA_C QUESTION1),1,circle-area,13,17
1434,ONE_CIRCLE_IN_CIRCLE,(CIRCLE-AREA_A QUESTION1),1,compose-by-addition,17,17
